run_id,target_distance,repetition_index,current_x,current_y,current_z,current_magnitude,forward_command,dvl_estimated_distance,pose_forward_displacement,pose_euclidean_displacement,absolute_error,percentage_error,lateral_drift,final_position_error,duration,sample_count,stop_reason,mean_dt,std_dt,dt_source,average_pose_speed,max_dvl_forward_velocity,mean_dvl_forward_velocity
target_10m_current_x_0p5_y_0_z_0_rep_03,10.0,3,0.5,0.0,0.0,0.5,2.0,10.00117591881894,9.969184962566942,9.969184962566942,0.03199095625199888,0.32089841217833726,0.0,0.030815037433058023,21.872823500000095,657,target_reached,0.033342718750000146,0.00010499804788751138,wall_clock,0.4557795184772052,0.5958338975906372,0.45651874405188736
target_20m_current_x_0_y_0_z_0_rep_01,20.0,1,0.0,0.0,0.0,0.0,2.0,20.002877749514138,19.98653793334961,19.98653793334961,0.016339816164528287,0.08175410978638582,0.0,0.013462066650390625,45.74564979999991,1373,target_reached,0.03334231034985416,0.00012100719346367142,wall_clock,0.43690576089159955,0.5857924818992615,0.4369126611676824
target_20m_current_x_0_y_0_z_0_rep_02,20.0,2,0.0,0.0,0.0,0.0,2.0,20.00646630684865,19.9716854095459,19.9716854095459,0.03478089730275258,0.17415103727864797,0.0,0.028314590454101562,45.71314959999995,1372,target_reached,0.033342924580598066,0.00012087219930380327,wall_clock,0.43689147617922874,0.549701988697052,0.4373437568165889
target_20m_current_x_0_y_0_z_0_rep_03,20.0,3,0.0,0.0,0.0,0.0,2.0,20.002207826663444,20.0162410736084,20.0162410736084,0.01403324694495467,0.07010930220788376,0.0,0.016241073608398438,45.813364600000114,1375,target_reached,0.03334306011644841,0.00010101696419820802,wall_clock,0.43690833992158584,0.5802832841873169,0.4362712229784917
target_20m_current_x_0_y_0p25_z_0_rep_01,20.0,1,0.0,0.25,0.0,0.25,2.0,20.00025255984339,19.894437789916992,19.90972766047681,0.10581476992639693,0.531881177260644,0.7801285390742123,0.7872381581679548,45.87942369999996,1377,target_reached,0.03334260443313951,9.630066924640234e-05,wall_clock,0.43395766674542663,0.5523794889450073,0.4355779807194905
target_20m_current_x_0_y_0p25_z_0_rep_02,20.0,2,0.0,0.25,0.0,0.25,2.0,20.011852689270018,20.07131004333496,20.086738675666524,0.05945735406494279,0.29623055962252287,0.7871364359743893,0.7903599756559652,46.28284929999995,1389,target_reached,0.03334499229106625,0.00013178049353834042,wall_clock,0.43399961280401433,0.5762023329734802,0.4320371651625069
target_20m_current_x_0_y_0p25_z_0_rep_03,20.0,3,0.0,0.25,0.0,0.25,2.0,20.01442992543911,20.02709197998047,20.042485922428924,0.012662054541358714,0.0632246286880591,0.7853844766505063,0.7858516091113206,46.17922510000017,1386,target_reached,0.033342400794223945,8.911463435628008e-05,wall_clock,0.43401520660052934,0.555834949016571,0.43309869209854107
target_20m_current_x_0_y_0p5_z_0_rep_01,20.0,1,0.0,0.5,0.0,0.5,2.0,20.002897793089094,19.974605560302734,20.07381307143089,0.028292232786359506,0.14164100863441886,1.993264643009752,1.9934264006078408,46.88350710000009,1407,target_reached,0.033345310881934626,0.00010481082770459106,wall_clock,0.4281636403312254,0.5601153373718262,0.4263771670561366
target_20m_current_x_0_y_0p5_z_0_rep_02,20.0,2,0.0,0.5,0.0,0.5,2.0,20.00434960092881,20.018028259277344,20.117452122701003,0.013678658348535322,0.06833169666545932,1.9976046956144273,1.9976860459224768,46.98011440000005,1410,target_reached,0.033342877501774344,0.00011713958188579049,wall_clock,0.42821207184418825,0.5639256238937378,0.42549640743312894
target_20m_current_x_0_y_0p5_z_0_rep_03,20.0,3,0.0,0.5,0.0,0.5,2.0,20.003553109122468,20.018028259277344,20.117452122701003,0.014475150154876104,0.0723105690899782,1.9976046956144273,1.9976860459224768,46.979426099999955,1410,target_reached,0.03334238899929025,0.00010086239542144411,wall_clock,0.4282183456196163,0.5561621785163879,0.4254776283788184
